Fragment_ID;Day;Sample_or_Control;429.1s : 205.143m/z;524.2s : 149.023m/z;524.2s : 223.096m/z;524.2s : 177.055m/z;542.6s : 241.086m/z;542.6s : 209.060m/z;586.1s : 214.162m/z;629.6s : 415.211m/z;689.3s : 291.195m/z;713.4s : 235.169m/z;750.8s : 161.096m/z;750.9s : 277.180m/z;773.8s : 301.141m/z;773.8s : 579.291m/z;773.9s : 279.159m/z;773.9s : 149.023m/z;773.9s : 205.086m/z;835.2s : 199.169m/z;908.9s : 229.216m/z;954.8s : 601.372m/z;954.8s : 657.434m/z;1003.5s : 297.278m/z;1005.0s : 257.247m/z;1005.0s : 239.237m/z;1014.4s : 284.294m/z;1045.4s : 225.257m/z;1057.6s : 363.274m/z;1057.7s : 345.263m/z;524.2s : 245.078m/z;603.8s : 249.133m/z;761.9s : 259.190m/z;761.9s : 185.117m/z;835.2s : 111.117m/z;1037.3s : 298.310m/z;954.7s : 674.461m/z;1004.9s : 395.220m/z;129.8s : 114.091m/z;860.0s : 377.326m/z;284.4s : 163.133m/z;718.2s : 249.185m/z;855.9s : 333.300m/z;567.7s : 113.060m/z;761.9s : 281.172m/z;936.6s : 475.296m/z;918.5s : 256.263m/z;37.7s : 141.959m/z;1050.6s : 756.524m/z;835.1s : 309.203m/z;429.1s : 227.125m/z;629.6s : 432.238m/z;942.1s : 282.279m/z;911.4s : 742.508m/z;542.6s : 263.068m/z;761.9s : 539.354m/z;571.8s : 327.008m/z;961.1s : 315.252m/z;773.8s : 223.096m/z;750.9s : 203.107m/z;773.6s : 873.409m/z;148.5s : 137.107m/z;773.7s : 889.381m/z;1017.5s : 283.263m/z;1024.8s : 310.310m/z;835.0s : 287.222m/z;569.6s : 323.146m/z;912.1s : 747.464m/z;586.0s : 173.136m/z;146.2s : 227.175m/z;284.6s : 430.243m/z;689.4s : 161.096m/z;689.4s : 203.107m/z;689.4s : 276.159m/z;716.6s : 309.206m/z;969.3s : 286.201m/z;1057.6s : 386.290m/z;906.1s : 321.173m/z;267.7s : 453.343m/z;1043.2s : 345.263m/z;689.4s : 197.081m/z;919.9s : 614.482m/z;922.3s : 526.430m/z;918.6s : 658.508m/z;917.2s : 702.534m/z;886.9s : 570.456m/z;1060.6s : 421.261m/z;857.9s : 540.424m/z;915.8s : 746.560m/z;886.1s : 614.483m/z;1057.2s : 501.247m/z;969.3s : 247.154m/z;914.4s : 790.586m/z;884.9s : 658.509m/z;887.6s : 526.430m/z;883.6s : 702.535m/z;918.7s : 641.482m/z;954.8s : 545.310m/z;1014.3s : 421.261m/z;689.5s : 309.206m/z;183.8s : 316.212m/z;882.4s : 746.561m/z;675.5s : 325.201m/z;924.0s : 568.455m/z;1057.7s : 725.539m/z;919.9s : 597.456m/z;921.1s : 553.430m/z;902.2s : 614.483m/z;917.3s : 685.508m/z;146.3s : 453.343m/z;887.9s : 482.404m/z;969.3s : 245.175m/z;901.2s : 658.509m/z;146.2s : 475.325m/z;538.9s : 373.185m/z;567.4s : 387.201m/z;567.4s : 404.227m/z;919.9s : 619.438m/z;903.2s : 570.457m/z;801.4s : 181.086m/z;801.4s : 107.049m/z;912.9s : 834.612m/z;917.2s : 707.488m/z;801.4s : 310.237m/z;923.1s : 482.404m/z;567.4s : 409.183m/z;586.9s : 423.198m/z;731.4s : 299.221m/z;587.0s : 418.243m/z;587.1s : 401.216m/z;688.2s : 147.065m/z;688.2s : 129.055m/z;887.0s : 509.404m/z;900.0s : 702.535m/z;918.6s : 663.464m/z;886.3s : 553.430m/z;881.3s : 790.587m/z;922.1s : 509.404m/z;921.2s : 575.412m/z;688.2s : 259.190m/z;264.3s : 245.138m/z;539.3s : 390.212m/z;885.8s : 597.456m/z;884.9s : 641.482m/z;922.9s : 465.378m/z;565.6s : 343.295m/z;795.9s : 445.279m/z;811.7s : 459.295m/z;688.4s : 281.172m/z;898.9s : 746.561m/z;916.0s : 729.534m/z;922.3s : 531.386m/z;485.4s : 158.154m/z;434.3s : 387.201m/z;796.0s : 467.261m/z;470.5s : 445.243m/z;294.9s : 259.154m/z;884.0s : 685.508m/z;915.8s : 751.516m/z;904.0s : 526.430m/z;923.1s : 487.360m/z;346.3s : 184.115m/z;961.0s : 337.234m/z;887.3s : 465.378m/z;796.1s : 462.305m/z;539.8s : 395.167m/z;448.1s : 431.227m/z;923.6s : 438.378m/z;233.2s : 172.133m/z;886.1s : 619.438m/z;495.3s : 387.201m/z;524.3s : 401.217m/z;1005.1s : 109.101m/z;923.5s : 443.334m/z;954.9s : 679.416m/z;921.3s : 570.456m/z;408.0s : 373.185m/z;801.4s : 149.060m/z;883.0s : 729.535m/z;888.3s : 438.378m/z;773.8s : 613.231m/z;904.5s : 482.404m/z;911.3s : 878.638m/z;887.0s : 575.412m/z;923.1s : 421.352m/z;602.4s : 341.196m/z;884.8s : 663.464m/z;284.4s : 107.070m/z;897.8s : 790.587m/z;689.5s : 332.222m/z;440.0s : 214.180m/z;887.4s : 421.352m/z;936.8s : 283.263m/z;731.7s : 339.214m/z;811.8s : 481.276m/z;880.3s : 834.613m/z;494.0s : 422.238m/z;954.9s : 639.424m/z;912.5s : 675.445m/z;888.6s : 443.334m/z;558.4s : 573.290m/z;902.2s : 597.456m/z;447.6s : 226.180m/z;961.2s : 213.148m/z;954.7s : 713.355m/z;855.3s : 355.282m/z;267.6s : 475.325m/z;888.0s : 487.360m/z;872.8s : 597.456m/z;886.3s : 377.326m/z;773.6s : 891.382m/z;447.6s : 244.191m/z;901.2s : 641.482m/z;773.8s : 890.384m/z;629.5s : 119.086m/z;629.4s : 846.440m/z;586.1s : 345.263m/z;753.5s : 247.154m/z;887.6s : 531.386m/z;487.9s : 459.258m/z;471.5s : 480.280m/z;500.9s : 228.196m/z;900.1s : 685.508m/z;883.3s : 707.490m/z;961.0s : 360.310m/z;45.1s : 132.102m/z;811.9s : 476.321m/z;666.0s : 371.326m/z;870.9s : 685.508m/z;523.9s : 499.105m/z;1057.7s : 517.391m/z;903.3s : 553.430m/z;761.9s : 129.055m/z;914.7s : 773.560m/z;796.1s : 187.097m/z;922.8s : 377.326m/z;491.2s : 179.143m/z;1057.6s : 251.127m/z;914.3s : 795.542m/z;621.4s : 288.289m/z;871.8s : 641.482m/z;881.9s : 773.560m/z;744.7s : 331.248m/z;731.6s : 317.232m/z;494.0s : 427.193m/z;471.7s : 485.235m/z;845.1s : 440.409m/z;872.2s : 658.509m/z;869.4s : 746.561m/z;912.0s : 861.612m/z;688.4s : 241.180m/z;789.6s : 285.170m/z;567.6s : 221.064m/z;288.1s : 201.112m/z;324.7s : 143.070m/z;522.0s : 436.253m/z;773.9s : 306.119m/z;869.7s : 729.534m/z;855.4s : 403.232m/z;731.6s : 655.438m/z;812.3s : 273.206m/z;493.9s : 405.212m/z;576.7s : 587.305m/z;842.4s : 358.368m/z;542.9s : 667.183m/z;806.4s : 284.331m/z;922.4s : 554.461m/z;923.3s : 510.435m/z;517.4s : 419.227m/z;812.2s : 161.081m/z;913.2s : 817.586m/z;910.1s : 438.378m/z;907.5s : 706.451m/z;540.6s : 400.145m/z;1079.8s : 747.464m/z;447.8s : 466.264m/z;64.6s : 141.959m/z;853.8s : 289.273m/z;750.7s : 221.117m/z;524.1s : 467.167m/z;750.7s : 186.567m/z;37.0s : 172.977m/z;57.6s : 158.961m/z;73.4s : 186.956m/z;271.7s : 159.065m/z;502.0s : 225.149m/z;750.8s : 233.190m/z;1045.1s : 155.179m/z;689.4s : 253.143m/z;284.4s : 185.115m/z;426.5s : 405.211m/z;872.0s : 438.378m/z;872.9s : 482.404m/z;872.9s : 526.430m/z;906.3s : 269.247m/z;712.6s : 304.300m/z;858.0s : 399.308m/z;909.3s : 211.205m/z;859.8s : 394.352m/z;961.2s : 651.478m/z;1068.0s : 574.310m/z;689.4s : 331.188m/z;229.6s : 432.280m/z;464.2s : 149.023m/z;229.6s : 415.254m/z;211.1s : 371.228m/z;563.1s : 194.117m/z;871.6s : 421.352m/z;872.7s : 443.334m/z;873.2s : 509.404m/z;452.3s : 419.227m/z;64.5s : 166.086m/z;872.8s : 553.430m/z;872.8s : 465.378m/z;549.4s : 329.174m/z;211.0s : 388.254m/z;246.0s : 459.280m/z;689.5s : 165.055m/z;604.0s : 267.144m/z;586.4s : 191.146m/z;1005.4s : 123.116m/z;896.8s : 834.613m/z;774.0s : 611.230m/z;1052.9s : 122.096m/z;882.1s : 751.516m/z;879.4s : 878.639m/z;1036.9s : 546.487m/z;422.1s : 179.070m/z;1064.0s : 312.325m/z;1070.4s : 765.476m/z;873.1s : 614.482m/z;233.2s : 155.107m/z;872.8s : 570.456m/z;1074.1s : 122.096m/z;867.6s : 790.587m/z;859.3s : 438.378m/z;1057.8s : 689.518m/z;408.3s : 329.174m/z;512.9s : 329.174m/z;290.9s : 360.216m/z
MdiPs_4;3;FALSE Sample;182577;257349;260975;983995;316443;720771;353634;948952;1942775;319790;149503;116579;223276;228066;2027819;1122449;1574548;207680;105811;284978;296607;189847;417706;332480;120351;132393;328565;910611;155168;137508;688342;479759;131799;93448;221664;71317;0;55685;134404;87924;54343;203921;202993;46964;86737;0;30587;75691;0;63303;130791;44965;90355;77356;236043;0;125518;0;114999;0;288785;0;0;0;0;0;125493;2259840;151928;328146;312144;533754;252352;216630;99766;79067;937357;69854;78998;220506;184605;204599;180281;107510;63360;116695;147475;106291;38014;81452;106173;92883;99591;78553;95515;207676;49237;0;130283;60502;116236;217664;194034;103048;99829;70021;86347;229734;67069;71664;64160;49221;199923;520504;149089;72680;67835;110693;106215;71140;61904;107183;115034;112723;126410;200419;146429;188844;160814;103781;49952;54904;66364;51414;43305;82513;65421;125254;93863;52995;50044;44497;66757;110822;59418;73307;105795;42924;62449;54045;75083;230895;48597;0;0;38055;48711;57015;53769;0;0;44102;0;0;0;61918;0;31889;65139;66790;0;54193;75919;0;108180;75196;29129;42972;36008;0;47817;0;45512;131465;30788;0;31688;0;0;0;0;0;0;28037;0;0;0;0;0;28158;0;0;0;0;0;0;33927;0;0;0;0;0;77002;64579;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33293;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43827;59142;71162;0;71225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PeyMo_1;2;FALSE Sample;280453;296480;316873;1158466;352988;781704;429625;820081;2431040;342555;151356;123691;173216;162847;1197084;639540;900377;217022;132486;348178;378366;226033;520567;405051;117499;148595;367409;996436;152624;160568;385521;259862;141793;96275;238972;65304;108840;57961;189733;104916;60717;284429;126124;52972;92309;92287;30095;70246;132660;59661;173015;88503;0;0;0;0;0;0;0;98569;0;0;0;0;71986;33386;158658;3072345;165805;354992;341046;648233;172009;255541;108153;94070;1662753;81690;82885;45488;0;47094;42855;35638;63273;266051;39925;40471;35728;104697;0;38690;0;36181;0;242744;67021;115229;162561;28053;147658;256055;252472;0;0;0;0;351661;0;82676;0;67081;416969;1281134;244897;0;0;163343;167214;0;0;118204;0;176217;210434;437748;258975;688241;241268;156476;0;0;0;0;0;0;0;185680;310335;79898;0;0;0;116527;114931;175319;122373;0;0;0;0;88576;78338;195713;337446;0;0;0;0;171415;0;0;82736;59000;62023;0;0;0;184687;386814;59280;0;76814;0;100715;117744;0;0;0;0;0;0;0;211141;0;0;0;63571;0;0;95371;65404;61613;0;97632;0;0;0;43034;0;0;0;42358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68903;0;0;0;0;0;0;67488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80485;0;71679;0;77587;0;0;0;0;159096;43873;194277;80839;148479;0;0;0;0;94872;87097;0;0;0;77880;0;0;182708;0;0;0;33453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PeyMo_2;3;FALSE Sample;222483;248604;243007;907863;308005;719119;351536;848340;1566092;320869;254939;217551;187213;161241;1080894;604187;826066;221063;104802;197055;206763;182581;415056;318929;149115;142148;282095;762417;150148;135605;396641;272853;143370;97556;166661;72577;70469;60921;141726;98822;52895;220923;142399;43641;200836;153127;32520;82417;0;62239;218626;42437;77570;0;0;86136;0;121527;0;0;0;0;0;0;0;0;132788;1998128;142539;261593;259200;439801;149403;188849;78387;76383;779017;0;68502;235957;216148;201648;166196;122353;37312;101642;132410;116380;38540;75954;99689;92875;113749;72596;102134;139559;0;0;103401;52958;0;243709;0;110920;116896;73091;81882;186200;90377;0;64238;0;416455;1102888;231557;74613;76896;0;0;67052;56111;65529;145366;170874;179005;412263;219803;423913;157018;101422;60201;52350;65987;62883;35971;102078;75099;120310;247971;89009;56885;48629;91812;179293;62473;94427;97659;39776;57268;68900;72334;0;53038;159729;147601;36914;46512;72139;72214;180926;0;58127;49600;66739;60309;83034;0;37376;66027;0;0;70766;0;0;0;0;24285;55036;0;0;44627;38623;68378;0;0;0;27130;0;0;51213;0;77758;0;0;0;0;0;48003;0;32894;0;0;0;0;0;42688;0;51455;0;0;0;0;69126;62036;0;0;39923;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54481;62237;0;0;0;29728;0;0;0;0;0;0;0;30093;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81866;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54519;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PeyMo_3;4;FALSE Sample;346252;386655;381198;1395818;427905;952711;454937;1156440;2197807;383414;226132;186021;230269;234166;1958542;1062683;1438417;336611;124249;252880;266348;247874;468173;377880;92748;172551;352056;1021497;191744;161455;519721;335315;207633;114956;213209;84604;86443;63403;143746;116042;67543;308370;169248;0;0;0;27392;106353;165930;75386;110020;0;107553;60735;175671;0;112031;102463;117026;0;301924;0;0;92195;163676;0;161898;2982711;106900;347918;336655;612629;240781;250450;116273;85224;1453711;86006;85381;181912;173721;156381;128124;95821;67408;0;98620;86798;48084;97710;72256;72624;90859;56678;72757;180872;56686;97775;0;39987;97621;0;227399;80784;83377;57327;56476;344121;69825;81518;49717;69819;316665;845862;208061;60288;58938;80359;78836;46274;45560;90187;115469;157602;178013;308365;207163;347514;124346;73914;43904;39002;53187;44361;27553;78399;57823;105009;92774;77746;40992;35731;66961;0;50841;69359;94854;0;42248;51560;0;0;0;49685;0;27196;0;0;56869;99556;0;43015;0;56374;0;67045;0;0;0;0;0;57327;78750;189329;0;0;0;46055;36465;0;0;0;49739;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53162;63870;0;0;0;0;0;0;0;88148;81046;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74710;0;0;44076;0;0;0;0;45473;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PeyMo_4;2;FALSE Sample;317692;310242;324273;1210354;379982;855855;417720;787325;1868967;349355;278664;257434;194816;196136;1667777;874852;1230374;283384;123668;226241;249580;224198;490309;389343;115568;142207;305581;840797;165390;148611;392833;256556;171332;102628;178760;64979;96638;61125;141090;105442;58635;291241;129106;50048;99629;105434;29790;81291;150534;58886;288741;46043;84307;0;167324;0;103802;133009;0;97115;0;62800;61113;73829;0;0;155270;2660140;159094;302985;302041;522437;165454;192857;91133;79231;1281890;61584;79747;242804;187433;229283;207027;125647;38368;207097;169799;124693;33752;72048;136360;111551;109370;92252;121940;161754;46202;85601;128593;72008;0;178563;181641;121682;110454;0;110902;288019;67923;66034;76460;61648;383927;946388;206378;74455;76179;0;0;99514;64575;0;105330;148976;162472;304205;208125;376060;151116;96910;59067;67697;72914;66322;54847;89363;69627;122526;272816;80270;68626;60769;64773;0;63589;81180;98708;53477;87595;56588;64360;51424;50724;156246;152532;52926;55274;60977;47652;0;0;49644;48911;58016;65813;0;125352;39383;50456;0;60072;0;0;232665;0;0;37395;0;0;37070;74348;39845;0;0;35047;0;41013;0;115100;0;0;59344;0;36858;0;0;0;0;0;34012;0;0;0;0;0;0;45492;0;0;0;33391;217665;60974;0;0;0;0;0;0;0;29276;31232;0;54453;0;0;0;0;0;0;0;50993;0;0;0;0;40325;0;0;20389;0;0;0;0;0;0;0;116491;0;0;0;0;0;0;32074;0;0;0;0;0;0;64873;0;0;0;0;0;0;118043;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41927;0;0;0;0;0;0;0;28005;0;25333;0;21981;0;0;0;0;0;0;0;36011;0;0;0;0;0;0
PeyPc_1;3;FALSE Sample;251148;321443;306681;1190511;346173;845277;308009;1077656;1644655;345427;398354;384498;233397;241941;2045368;1187729;1618085;249426;118031;267301;287557;202748;429917;324422;138740;144928;255980;690389;172960;117448;519766;354046;163749;107237;211727;67738;135213;72273;90709;102161;63309;261668;171163;49966;98665;88644;31345;85667;134693;70705;104709;39027;93319;60339;242814;0;131448;178672;125569;0;294537;0;0;71302;0;0;113729;3395772;165615;283144;265849;464101;170888;138362;71376;0;1432581;53021;70515;246201;233737;222159;178790;134642;34860;177438;136548;128533;33573;0;94003;105999;128310;85129;111732;197635;41285;0;126545;62023;0;264826;0;122280;120480;83577;91425;394093;93641;0;75616;82084;355704;893980;214194;78324;89948;0;0;66147;60743;0;152547;161532;156364;330248;205849;356917;142029;90266;65356;60104;71414;66733;42920;112666;80844;104701;113928;86009;63092;55927;89416;0;60013;74581;94032;45408;62769;70505;0;105511;48446;61268;127639;43224;43950;78190;70254;0;0;64285;0;60414;57071;80883;0;41389;0;0;0;69156;0;0;91530;0;30260;0;35387;54409;40530;40638;66983;0;33138;0;31016;0;0;54255;0;72626;0;0;0;0;0;50087;0;36995;0;0;0;0;63184;44102;0;51216;0;0;29861;0;90106;78504;0;0;40565;0;0;0;0;26993;0;0;0;103539;0;0;0;0;0;0;0;0;0;0;0;121141;0;0;0;0;0;0;0;0;34417;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88735;0;24939;0;0;0;0;0;0;0;0;0;0;60697;0;98139;0;0;47974;0;48082;0;164715;0;0;0;0;0;0;52793;51043;0;0;0;0;53395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PeyPc_2;2;FALSE Sample;266033;342965;372473;1329973;349071;763137;338591;842907;2175841;357473;295604;266165;201102;235474;2643168;1411780;1989204;256110;140012;267724;305278;235241;505337;396397;96348;132584;303965;832553;164023;135609;986608;693528;163755;108881;199011;63759;111406;67064;144795;111498;64712;291100;223694;57589;94844;96844;29509;74515;128137;58515;131278;65300;0;99214;389762;0;155036;134810;106929;101231;256711;65281;77469;74977;0;0;117846;3080879;175102;335852;323324;591755;208428;173630;90209;80631;1377486;64678;76392;151866;109941;148244;140954;94989;46113;208805;119774;103181;31616;68986;96068;97833;80703;87441;60784;195686;70154;99423;154462;72125;99022;193324;189361;61643;59900;63609;63528;360840;55683;0;63863;63004;504179;1312481;247524;45060;58779;0;0;71897;43846;0;69048;169788;168043;385128;229127;529325;206469;134215;42144;59977;47555;49235;57451;49616;41850;166323;384047;95015;51767;51402;0;123855;85068;119954;106748;51464;47306;0;0;211662;62831;231707;357055;46570;37841;45683;0;0;0;0;64553;67434;185380;0;138635;32798;103065;181994;58941;0;0;137266;94928;0;35344;0;30007;0;56320;0;0;0;31116;0;38043;57933;125992;0;74923;0;51944;39054;69464;0;0;0;42902;0;291755;0;0;0;0;0;35100;0;0;279544;0;0;67951;0;0;0;0;0;0;133521;0;0;0;69226;50826;0;0;0;0;0;65198;0;0;0;0;0;0;0;0;23054;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36877;81953;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52339;62486;0;0;0;0;0;0;109331;0;0;0;0;0;56498;0;0;0;0;0;35459;0;0;0;0;0;0;0;0;0;0;0;0;24631;0;0;0;0;0;58385;0;0;0;41360;0;0;0;0
PeyPc_3;1;FALSE Sample;317187;402958;422241;1565934;356780;813501;443246;396580;2219115;359379;202669;171972;205733;225650;1918021;1054137;1431060;286226;142986;249867;271745;249153;476241;363542;190999;136089;368117;1077669;189865;163568;471335;338473;192158;105876;171117;56135;96594;56314;217602;102736;63949;269973;155000;38240;286460;114613;0;90412;152276;0;390244;96218;0;0;175436;0;115667;0;0;87734;209607;72476;95063;0;0;43982;166650;411916;136186;333312;319771;586448;206724;286959;114743;98382;239644;88836;73071;45111;0;45366;43634;0;59027;191165;37448;0;30677;111020;0;0;0;0;0;171313;59856;95890;114684;0;97472;181594;306700;0;0;0;0;0;0;96177;0;0;647550;1736655;268360;0;0;81798;81418;0;0;70921;0;209776;223987;425778;260595;744353;262557;162788;0;0;0;0;0;0;0;194514;496038;111573;0;0;0;246062;106835;141850;135305;0;0;0;66095;257846;78350;417152;470676;0;0;0;0;0;0;0;70214;81331;221289;0;60486;0;157912;290104;57599;0;0;0;195936;59192;0;0;0;0;0;0;0;99699;0;0;0;0;0;0;0;84478;63234;0;89672;0;28182;0;53555;0;274742;0;0;0;0;0;0;0;0;257652;0;0;0;0;0;0;0;89314;57066;136330;0;0;0;0;0;84776;0;0;0;0;0;0;52519;0;0;0;0;0;0;0;0;0;71202;0;0;0;0;0;0;0;0;143010;52052;0;0;0;0;0;0;74808;0;0;0;0;0;0;68654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67261;79611;0;0;0;0;0;0;79936;0;0;84552;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59200;0;0;0;0;0;0;0;0;0;0;0;0
PeyPc_4;1;FALSE Sample;304855;341019;353261;1317930;317445;724205;357224;384348;1893744;322006;225189;201831;199381;217097;2075523;1151977;1573433;243282;119348;185838;205145;197367;410483;313907;99820;120306;273260;782932;167230;127653;651994;472668;156052;88812;116178;0;126923;54807;208988;103440;54298;227833;181730;41277;82656;98818;0;73649;146659;0;141192;56396;0;73392;265208;0;122400;103446;0;92228;0;0;66809;0;0;0;132537;2788540;171018;285458;289735;501279;190271;189813;84458;0;1217273;56955;69847;120792;118744;109125;84471;66325;0;188151;64696;61560;0;75082;45859;52126;63621;40365;60148;128804;41494;80724;137493;30497;79339;160110;176099;67427;76004;41336;46273;305725;44082;0;34200;66531;644748;1856296;275685;49222;41154;0;0;0;36394;0;78018;209430;212756;634295;273499;881852;265401;164945;39524;0;41202;40793;0;70278;49988;188857;448260;110984;35656;30473;57197;164969;144774;225288;124469;0;0;45830;72092;313380;95808;363017;441222;0;0;0;0;0;0;0;86947;83764;242403;0;97113;0;165333;178127;49643;0;0;127620;235880;0;0;0;0;0;0;0;0;0;0;0;0;0;89110;0;92258;106725;88590;0;56146;53669;26535;0;55003;0;0;0;0;0;0;0;0;0;0;0;0;180916;0;0;0;0;0;127479;54031;0;0;0;0;0;76228;0;0;0;0;22629;0;0;72990;0;0;28356;0;0;0;0;123261;75707;0;0;0;0;0;0;77777;0;0;0;0;0;0;0;0;50255;0;0;40816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66766;93343;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;141092;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45746;0;0;0;0;0;0;0;0
PeyPs_1;4;FALSE Sample;577755;260723;269042;950272;239516;509650;493780;817935;2052834;331568;121837;94507;216687;236871;2148265;1116777;1561954;145111;124695;319387;354605;255099;471149;375545;96419;158267;377684;1118991;148631;172774;587806;389815;83954;113836;255009;78369;187514;78133;394365;118701;67699;0;181678;39032;0;0;25283;0;224417;62536;88006;0;0;67248;0;1567458;123392;0;121900;0;300328;64888;346146;0;0;0;171555;2851937;112417;324912;308673;563003;143030;288921;127694;89265;1106046;95135;77286;256762;268841;233783;195567;131022;67330;111920;150651;113725;41096;112440;113217;89810;138636;69569;126136;236990;57372;90027;100506;52826;126349;284301;282058;139613;149016;80846;105137;315020;112717;91684;73483;60534;367677;1006841;224575;85942;0;153402;149630;77689;64503;128060;200458;171453;203096;373352;240631;438520;166383;103175;70948;56627;75336;66593;34921;139849;87648;135632;114850;77356;55979;47301;130723;0;70645;88337;108903;44336;78870;86720;93401;85225;56845;55451;141395;35916;51009;0;100195;130809;266643;79564;52208;57146;0;111024;0;36409;190842;182409;0;98772;0;0;0;114273;24913;73503;37897;65437;55182;42045;103092;149886;30357;159194;30879;0;0;70617;0;72198;0;0;71852;96475;0;61754;0;35349;0;468297;0;51794;0;56155;38531;68187;0;0;0;0;0;0;0;0;43409;0;0;0;0;0;110984;0;0;0;0;0;0;38000;0;0;0;81908;0;0;0;0;0;0;0;0;0;0;0;0;0;91903;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97458;0;0;0;0;0;0;49694;0;44177;240629;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
